timestamp,city,country,latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,wind_speed
2026-03-05 08:30:00,Delhi,IN,28.66,77.21,265.9,445.246,5.745,39.899,104.604,9.509,96.99,154.37,2.783,18.5,44.6,11.0
2026-03-05 09:00:00,Delhi,IN,28.66,77.21,276.0,215.683,7.803,32.875,43.001,13.155,104.14,180.64,4.189,28.2,58.4,2.29
2026-03-05 09:30:00,Delhi,IN,28.66,77.21,270.8,283.99,6.349,53.909,88.156,7.982,103.13,188.25,2.969,25.2,84.6,6.07
2026-03-05 10:00:00,Delhi,IN,28.66,77.21,217.1,167.73,6.7,27.183,118.551,8.17,78.75,123.17,2.929,27.9,36.2,9.68
2026-03-05 10:30:00,Delhi,IN,28.66,77.21,223.6,404.201,5.248,34.158,91.835,7.565,90.58,178.02,3.112,23.5,85.7,3.76
2026-03-05 11:00:00,Delhi,IN,28.66,77.21,191.6,301.693,9.964,42.912,37.131,10.354,80.58,141.24,5.416,34.9,59.3,10.52
2026-03-05 11:30:00,Delhi,IN,28.66,77.21,184.9,233.707,8.344,30.386,111.706,7.521,66.0,126.04,2.688,28.6,83.6,3.5
2026-03-05 12:00:00,Delhi,IN,28.66,77.21,176.4,257.3,4.741,21.365,87.877,3.572,70.24,128.32,3.493,35.3,67.3,3.14
2026-03-05 12:30:00,Delhi,IN,28.66,77.21,166.2,196.254,3.05,21.4,71.068,8.257,71.17,132.03,4.301,24.3,70.3,0.17
2026-03-05 13:00:00,Delhi,IN,28.66,77.21,164.1,265.2,3.469,31.588,89.372,4.671,69.7,129.51,4.833,18.0,76.4,4.23
2026-03-05 13:30:00,Delhi,IN,28.66,77.21,194.1,175.238,3.572,32.793,109.114,10.257,83.77,162.3,3.189,32.1,34.0,3.7
2026-03-05 14:00:00,Delhi,IN,28.66,77.21,177.2,275.469,2.917,24.769,72.941,7.466,69.95,126.39,2.277,32.9,67.7,11.47
2026-03-05 14:30:00,Delhi,IN,28.66,77.21,195.8,355.536,8.843,40.946,77.819,7.625,84.59,138.64,6.657,19.1,85.4,8.55
2026-03-05 15:00:00,Delhi,IN,28.66,77.21,163.9,246.362,3.832,22.59,70.72,7.319,61.3,95.0,2.403,29.3,87.4,2.67
2026-03-05 15:30:00,Delhi,IN,28.66,77.21,161.0,186.26,4.413,29.692,36.533,8.433,62.16,112.09,3.746,29.9,88.1,8.52
2026-03-05 16:00:00,Delhi,IN,28.66,77.21,167.5,275.859,3.666,25.486,100.836,7.876,61.59,94.43,3.737,20.6,68.7,3.38
2026-03-05 16:30:00,Delhi,IN,28.66,77.21,180.7,297.295,7.395,25.525,41.377,7.495,71.7,116.19,3.645,27.9,68.0,6.38
2026-03-05 17:00:00,Delhi,IN,28.66,77.21,229.1,212.655,3.768,30.445,65.511,10.902,89.17,136.46,3.006,22.4,63.1,13.32
2026-03-05 17:30:00,Delhi,IN,28.66,77.21,244.3,236.316,5.459,33.916,64.814,8.353,91.4,162.19,2.604,18.3,66.5,10.79
2026-03-05 18:00:00,Delhi,IN,28.66,77.21,233.0,387.515,5.947,30.609,55.204,12.771,99.08,156.56,4.877,33.6,66.7,9.77
2026-03-05 18:30:00,Delhi,IN,28.66,77.21,221.0,241.744,3.311,33.076,66.226,11.202,84.28,152.15,4.269,26.9,32.5,4.22
2026-03-05 19:00:00,Delhi,IN,28.66,77.21,238.8,212.48,14.61,51.409,85.621,5.742,90.1,170.78,5.983,32.1,35.3,1.87
2026-03-05 19:30:00,Delhi,IN,28.66,77.21,231.7,207.341,5.537,46.215,58.025,6.208,84.12,160.74,5.265,31.0,67.2,11.29
2026-03-05 20:00:00,Delhi,IN,28.66,77.21,171.7,168.831,6.582,27.831,45.526,5.206,67.62,111.89,5.053,35.9,48.9,8.52
2026-03-05 20:30:00,Delhi,IN,28.66,77.21,153.3,200.125,6.221,27.556,108.243,3.882,58.29,103.43,4.561,25.9,48.1,9.34
2026-03-05 21:00:00,Delhi,IN,28.66,77.21,141.5,209.233,6.739,25.74,117.375,4.886,54.74,97.52,3.485,25.7,41.6,14.63
2026-03-05 21:30:00,Delhi,IN,28.66,77.21,157.0,148.31,7.408,32.171,71.273,4.064,58.64,101.82,1.442,23.1,78.1,5.22
2026-03-05 22:00:00,Delhi,IN,28.66,77.21,163.7,288.793,6.572,25.888,59.432,7.647,69.8,127.56,3.093,29.3,87.9,12.01
2026-03-05 22:30:00,Delhi,IN,28.66,77.21,179.3,225.881,5.693,30.9,34.273,4.78,79.45,127.52,4.491,26.8,67.7,8.38
2026-03-05 23:00:00,Delhi,IN,28.66,77.21,172.5,202.392,5.326,26.934,33.317,5.31,68.97,137.22,3.822,31.1,86.7,3.53
2026-03-05 23:30:00,Delhi,IN,28.66,77.21,177.2,196.087,5.51,22.928,65.359,8.558,73.43,113.74,2.268,24.4,83.0,0.79
2026-03-06 00:00:00,Delhi,IN,28.66,77.21,142.2,270.572,5.235,24.501,113.722,5.582,62.12,118.94,3.415,20.4,43.1,9.24
2026-03-06 00:30:00,Delhi,IN,28.66,77.21,137.5,301.932,7.053,34.861,95.764,5.702,61.88,111.2,2.536,33.5,39.2,4.46
2026-03-06 01:00:00,Delhi,IN,28.66,77.21,143.9,205.832,4.791,33.951,61.434,7.682,59.19,96.03,2.387,32.9,42.7,10.43
2026-03-06 01:30:00,Delhi,IN,28.66,77.21,134.2,125.235,2.973,19.608,117.124,8.744,58.9,110.32,4.126,24.3,35.8,10.51
2026-03-06 02:00:00,Delhi,IN,28.66,77.21,130.0,159.385,4.303,25.063,68.588,6.103,57.3,88.37,2.596,30.4,65.0,6.83
2026-03-06 02:30:00,Delhi,IN,28.66,77.21,126.1,133.922,2.285,22.431,54.911,3.134,54.13,102.15,2.795,26.9,47.0,8.05
2026-03-06 03:00:00,Delhi,IN,28.66,77.21,111.9,200.671,3.633,19.8,68.372,2.672,44.31,79.55,2.383,31.7,84.8,9.4
2026-03-06 03:30:00,Delhi,IN,28.66,77.21,122.5,98.893,2.057,20.459,49.039,6.441,43.86,68.22,2.359,25.0,66.8,7.03
2026-03-06 04:00:00,Delhi,IN,28.66,77.21,118.6,204.272,2.718,12.761,109.707,4.917,41.69,64.2,1.367,27.6,51.6,13.16
2026-03-06 04:30:00,Delhi,IN,28.66,77.21,121.8,182.383,6.446,26.768,62.506,6.066,48.43,90.84,2.711,19.0,89.1,1.14
2026-03-06 05:00:00,Delhi,IN,28.66,77.21,130.8,185.663,6.572,30.938,89.217,6.144,52.25,86.03,2.094,21.1,87.2,14.7
2026-03-06 05:30:00,Delhi,IN,28.66,77.21,138.0,244.976,6.386,26.753,65.014,3.666,53.94,104.88,3.198,32.1,76.7,0.5
2026-03-06 06:00:00,Delhi,IN,28.66,77.21,196.2,166.202,3.975,39.753,111.156,7.568,79.8,150.11,2.294,24.9,77.5,3.12
2026-03-06 06:30:00,Delhi,IN,28.66,77.21,192.7,338.255,4.005,35.797,87.814,10.137,78.09,144.4,6.22,18.6,88.6,10.62
2026-03-06 07:00:00,Delhi,IN,28.66,77.21,229.9,234.3,9.567,39.912,73.943,13.624,99.71,163.46,6.613,21.0,66.0,1.27
2026-03-06 07:30:00,Delhi,IN,28.66,77.21,228.3,372.627,7.401,28.402,41.893,6.075,82.4,152.8,3.711,25.4,82.8,3.93
2026-03-06 08:00:00,Delhi,IN,28.66,77.21,190.8,254.994,8.226,33.778,111.172,7.79,71.08,140.31,2.707,30.9,33.9,2.31
2026-03-06 08:30:00,Delhi,IN,28.66,77.21,164.3,154.014,5.143,22.113,79.214,4.635,70.54,109.04,3.052,24.5,63.2,10.85
2026-03-06 09:00:00,Delhi,IN,28.66,77.21,144.6,282.88,8.309,34.41,55.655,9.168,62.87,104.55,3.978,31.4,60.2,8.68
2026-03-06 09:30:00,Delhi,IN,28.66,77.21,135.2,126.475,6.42,25.895,109.013,4.57,60.75,98.25,3.604,33.4,32.3,0.97
2026-03-06 10:00:00,Delhi,IN,28.66,77.21,126.8,133.966,5.765,23.543,34.9,6.804,55.47,94.11,3.446,24.1,35.2,6.9
2026-03-06 10:30:00,Delhi,IN,28.66,77.21,119.3,230.041,5.162,20.847,58.267,3.828,52.36,97.97,3.84,32.4,31.3,3.13
2026-03-06 11:00:00,Delhi,IN,28.66,77.21,122.3,158.39,3.165,27.566,78.315,5.207,46.66,81.05,2.211,20.3,47.6,14.52
2026-03-06 11:30:00,Delhi,IN,28.66,77.21,155.1,281.064,2.403,21.332,60.583,7.016,60.52,108.05,3.642,25.5,33.2,1.62
2026-03-06 12:00:00,Delhi,IN,28.66,77.21,153.2,225.473,3.434,19.936,72.906,4.782,57.72,95.65,2.683,19.8,55.4,8.97
2026-03-06 12:30:00,Delhi,IN,28.66,77.21,171.2,272.151,5.053,24.585,53.788,9.273,70.31,110.44,4.098,18.9,78.8,7.23
2026-03-06 13:00:00,Delhi,IN,28.66,77.21,156.5,199.826,8.728,34.562,41.707,9.623,69.46,113.47,3.368,19.2,66.8,8.67
2026-03-06 13:30:00,Delhi,IN,28.66,77.21,157.1,144.993,6.024,36.086,33.317,8.183,60.39,116.54,4.022,19.9,70.4,14.35
2026-03-06 14:00:00,Delhi,IN,28.66,77.21,144.2,285.614,3.36,21.677,44.188,4.859,58.49,105.34,1.188,33.0,31.9,5.12
2026-03-06 14:30:00,Delhi,IN,28.66,77.21,144.2,126.68,8.02,31.292,115.765,6.811,54.74,92.45,1.803,27.8,80.4,11.23
2026-03-06 15:00:00,Delhi,IN,28.66,77.21,165.4,217.768,3.49,23.287,81.786,6.432,60.71,115.04,2.294,35.1,38.8,6.71
2026-03-06 15:30:00,Delhi,IN,28.66,77.21,137.3,142.929,6.625,25.077,74.006,5.542,50.73,77.72,3.892,27.7,48.2,9.91
2026-03-06 16:00:00,Delhi,IN,28.66,77.21,152.3,151.267,2.29,16.909,64.589,5.295,54.17,88.13,2.731,29.3,61.0,5.48
2026-03-06 16:30:00,Delhi,IN,28.66,77.21,161.4,271.792,5.54,32.23,93.758,7.903,71.83,116.01,3.007,21.3,85.8,3.41
2026-03-06 17:00:00,Delhi,IN,28.66,77.21,182.1,312.194,6.356,35.269,42.713,4.517,71.05,141.59,3.145,27.7,89.9,1.25
2026-03-06 17:30:00,Delhi,IN,28.66,77.21,156.8,294.323,5.008,31.317,54.852,6.176,67.95,125.91,3.201,24.9,77.0,1.53
2026-03-06 18:00:00,Delhi,IN,28.66,77.21,167.5,322.691,2.619,26.014,89.031,4.747,70.05,126.72,5.049,34.8,73.8,14.39
2026-03-06 18:30:00,Delhi,IN,28.66,77.21,163.9,174.198,4.883,33.194,73.116,4.721,60.51,90.92,4.704,34.8,61.7,11.83
2026-03-06 19:00:00,Delhi,IN,28.66,77.21,177.0,221.018,6.442,38.452,99.308,4.084,65.06,103.58,4.596,21.6,69.9,3.67
2026-03-06 19:30:00,Delhi,IN,28.66,77.21,183.7,160.61,5.641,34.669,110.74,5.643,79.2,143.96,5.583,29.2,38.7,7.94
2026-03-06 20:00:00,Delhi,IN,28.66,77.21,188.9,301.542,8.973,34.899,104.104,9.116,71.11,120.16,2.271,29.5,46.2,10.71
2026-03-06 20:30:00,Delhi,IN,28.66,77.21,184.0,236.053,4.775,43.615,46.579,8.525,81.2,159.33,2.933,28.1,89.1,5.29
2026-03-06 21:00:00,Delhi,IN,28.66,77.21,165.7,222.259,3.994,22.467,38.232,3.159,60.32,113.55,3.364,20.2,88.8,6.6
2026-03-06 21:30:00,Delhi,IN,28.66,77.21,171.8,180.041,4.317,40.154,45.25,9.25,71.79,123.74,4.262,29.8,49.4,10.78
2026-03-06 22:00:00,Delhi,IN,28.66,77.21,177.8,341.943,8.429,29.457,100.518,10.811,76.7,143.79,2.467,32.4,44.5,3.41
2026-03-06 22:30:00,Delhi,IN,28.66,77.21,203.3,338.099,10.44,40.46,112.245,10.484,75.95,150.96,4.92,24.2,43.8,7.9
2026-03-06 23:00:00,Delhi,IN,28.66,77.21,215.6,377.154,8.052,27.163,113.29,10.772,81.42,140.89,2.605,27.3,59.1,3.15
2026-03-06 23:30:00,Delhi,IN,28.66,77.21,217.4,207.53,10.582,37.521,56.839,14.486,97.08,176.8,3.473,20.1,43.4,0.05
2026-03-07 00:00:00,Delhi,IN,28.66,77.21,179.2,335.752,5.064,31.035,105.631,7.328,67.46,132.17,2.591,34.8,68.9,10.35
2026-03-07 00:30:00,Delhi,IN,28.66,77.21,157.1,169.341,6.73,28.239,78.261,9.028,61.73,100.27,4.368,20.0,34.5,10.61
2026-03-07 01:00:00,Delhi,IN,28.66,77.21,145.7,167.766,5.13,31.804,104.051,8.301,57.29,111.33,3.662,21.8,36.2,14.94
2026-03-07 01:30:00,Delhi,IN,28.66,77.21,132.1,136.278,8.245,29.697,79.353,4.033,49.59,76.81,2.571,23.4,46.6,2.72
2026-03-07 02:00:00,Delhi,IN,28.66,77.21,127.9,153.227,3.308,18.16,43.13,7.454,54.67,99.74,3.783,32.9,76.6,11.09
2026-03-07 02:30:00,Delhi,IN,28.66,77.21,110.9,173.318,3.166,18.072,37.13,6.124,47.38,89.62,3.259,30.6,49.4,14.22
2026-03-07 03:00:00,Delhi,IN,28.66,77.21,123.7,130.426,5.524,19.533,116.15,6.119,47.96,86.68,2.081,18.1,58.2,9.67
2026-03-07 03:30:00,Delhi,IN,28.66,77.21,122.9,169.533,6.321,23.644,68.322,7.441,53.29,93.14,3.564,21.3,69.4,14.45
2026-03-07 04:00:00,Delhi,IN,28.66,77.21,105.4,155.31,5.146,17.547,61.547,3.462,39.15,70.81,1.268,31.5,77.3,14.92
2026-03-07 04:30:00,Delhi,IN,28.66,77.21,96.7,152.811,2.139,18.876,62.067,3.051,33.9,53.42,1.701,25.3,48.4,12.02
2026-03-07 05:00:00,Delhi,IN,28.66,77.21,107.3,178.094,3.448,23.196,64.104,4.979,43.67,70.21,1.183,18.5,73.9,14.99
2026-03-07 05:30:00,Delhi,IN,28.66,77.21,123.3,209.626,2.713,16.937,115.05,6.859,55.41,90.6,2.527,35.4,47.2,9.39
2026-03-07 06:00:00,Delhi,IN,28.66,77.21,203.4,175.88,5.809,31.423,35.643,9.932,71.99,129.5,3.687,20.7,68.7,7.46
2026-03-07 06:30:00,Delhi,IN,28.66,77.21,253.1,417.506,8.867,45.56,40.716,12.913,93.86,161.52,2.327,27.2,57.1,13.76
2026-03-07 07:00:00,Delhi,IN,28.66,77.21,313.0,265.608,8.723,55.103,101.069,15.361,125.77,204.03,6.006,22.5,85.6,12.46
2026-03-07 07:30:00,Delhi,IN,28.66,77.21,278.4,335.114,10.505,40.704,79.447,17.483,120.0,232.97,7.092,31.3,88.9,1.65
2026-03-07 08:00:00,Delhi,IN,28.66,77.21,223.4,174.07,4.862,33.612,41.568,5.441,80.17,135.25,4.557,32.0,76.4,4.54
2026-03-07 08:30:00,Delhi,IN,28.66,77.21,230.6,359.48,9.103,38.038,33.101,13.027,89.82,154.76,2.089,25.1,84.9,3.91
2026-03-07 09:00:00,Delhi,IN,28.66,77.21,212.4,280.098,8.69,32.142,50.181,5.089,90.21,153.79,2.32,29.9,38.2,12.83
2026-03-07 09:30:00,Delhi,IN,28.66,77.21,205.9,315.33,9.27,41.997,53.473,8.414,79.71,126.81,3.274,34.4,69.3,3.5
2026-03-07 10:00:00,Delhi,IN,28.66,77.21,156.7,175.82,3.915,22.919,31.279,3.412,57.81,107.87,4.079,32.7,41.9,4.56
2026-03-07 10:30:00,Delhi,IN,28.66,77.21,158.4,197.15,3.84,27.91,49.448,6.253,58.55,100.95,4.226,25.5,46.6,7.78
2026-03-07 11:00:00,Delhi,IN,28.66,77.21,181.6,239.578,4.097,32.289,96.449,6.321,71.01,107.09,2.739,25.9,61.4,1.14
2026-03-07 11:30:00,Delhi,IN,28.66,77.21,184.9,157.257,10.315,41.452,106.989,4.28,73.6,145.87,4.646,34.0,74.5,14.42
2026-03-07 12:00:00,Delhi,IN,28.66,77.21,182.1,261.369,5.182,26.736,110.841,9.119,79.43,151.54,4.34,18.6,73.3,7.37
2026-03-07 12:30:00,Delhi,IN,28.66,77.21,163.9,266.336,2.48,22.693,65.092,8.358,67.89,126.39,5.363,18.4,82.2,2.86
2026-03-07 13:00:00,Delhi,IN,28.66,77.21,136.9,208.728,6.642,22.38,58.747,3.868,57.37,110.99,1.473,21.7,63.6,4.06
2026-03-07 13:30:00,Delhi,IN,28.66,77.21,135.4,135.08,6.104,26.057,119.987,7.249,60.69,118.55,3.209,32.9,85.6,11.97
2026-03-07 14:00:00,Delhi,IN,28.66,77.21,141.8,222.186,5.811,21.616,99.241,3.768,55.49,92.6,3.083,20.8,83.3,9.51
2026-03-07 14:30:00,Delhi,IN,28.66,77.21,180.1,205.787,6.979,37.194,78.362,4.482,70.32,126.95,2.704,23.1,80.9,6.97
2026-03-07 15:00:00,Delhi,IN,28.66,77.21,183.2,165.596,8.813,30.276,52.929,5.246,81.04,146.23,1.849,29.3,43.8,4.97
2026-03-07 15:30:00,Delhi,IN,28.66,77.21,201.2,185.89,3.431,24.524,58.917,8.282,75.36,123.11,1.743,21.3,61.9,13.51
2026-03-07 16:00:00,Delhi,IN,28.66,77.21,189.8,280.34,4.665,34.044,76.383,10.264,80.27,129.31,3.79,23.5,74.2,11.59
2026-03-07 16:30:00,Delhi,IN,28.66,77.21,167.7,209.161,10.556,37.963,78.787,7.827,71.36,111.1,4.392,26.4,88.6,10.77
2026-03-07 17:00:00,Delhi,IN,28.66,77.21,180.5,265.111,10.033,36.046,31.231,8.501,64.93,118.8,4.026,22.1,30.7,6.69
2026-03-07 17:30:00,Delhi,IN,28.66,77.21,170.7,184.42,7.039,35.232,116.346,7.395,67.75,128.08,2.091,35.9,49.6,14.72
2026-03-07 18:00:00,Delhi,IN,28.66,77.21,223.1,356.493,4.829,38.582,81.805,10.71,82.55,155.24,5.901,20.9,50.5,10.65
2026-03-07 18:30:00,Delhi,IN,28.66,77.21,204.9,215.943,6.291,39.063,83.024,11.151,75.52,125.22,3.219,33.3,47.3,6.35
2026-03-07 19:00:00,Delhi,IN,28.66,77.21,224.7,344.083,11.271,44.934,49.032,7.937,89.08,142.76,6.936,26.5,79.0,14.41
2026-03-07 19:30:00,Delhi,IN,28.66,77.21,204.6,340.942,7.729,28.71,98.849,5.039,77.53,133.88,2.1,20.3,32.7,13.44
2026-03-07 20:00:00,Delhi,IN,28.66,77.21,191.9,260.231,6.502,38.353,96.354,5.238,82.44,146.2,5.786,20.1,51.6,11.1
2026-03-07 20:30:00,Delhi,IN,28.66,77.21,197.8,186.596,5.198,46.307,38.564,9.568,87.18,170.83,6.495,27.0,72.7,11.5
2026-03-07 21:00:00,Delhi,IN,28.66,77.21,193.1,299.558,7.652,32.822,83.549,8.698,83.06,160.93,5.761,24.4,54.4,6.35
2026-03-07 21:30:00,Delhi,IN,28.66,77.21,191.1,358.87,8.853,35.712,89.237,4.925,71.97,140.92,4.932,22.2,38.6,7.61
2026-03-07 22:00:00,Delhi,IN,28.66,77.21,178.4,330.402,5.53,29.926,105.201,9.306,67.33,129.63,2.806,35.3,66.7,2.87
2026-03-07 22:30:00,Delhi,IN,28.66,77.21,187.4,187.408,6.874,31.735,48.548,10.252,70.37,139.5,4.419,26.3,61.4,8.93
2026-03-07 23:00:00,Delhi,IN,28.66,77.21,178.9,277.448,6.325,21.263,108.987,4.897,65.02,112.66,3.561,34.7,88.9,5.55
2026-03-07 23:30:00,Delhi,IN,28.66,77.21,157.7,212.719,5.22,35.037,71.533,4.955,70.09,106.8,3.187,21.0,74.9,5.21
2026-03-08 00:00:00,Delhi,IN,28.66,77.21,104.1,100.784,4.88,22.738,38.687,2.9,40.63,62.64,3.233,21.3,89.2,14.22
2026-03-08 00:30:00,Delhi,IN,28.66,77.21,111.6,166.234,3.164,14.239,39.506,3.69,41.58,70.49,1.556,28.7,41.2,2.47
2026-03-08 01:00:00,Delhi,IN,28.66,77.21,137.0,208.613,5.122,24.409,47.802,8.06,59.56,97.01,2.668,22.9,75.7,12.45
2026-03-08 01:30:00,Delhi,IN,28.66,77.21,139.4,196.698,4.684,17.105,55.448,5.959,54.37,86.18,4.033,21.3,63.1,4.22
2026-03-08 02:00:00,Delhi,IN,28.66,77.21,137.7,218.244,3.324,15.04,74.677,2.764,48.69,96.24,1.818,19.7,72.8,0.43
2026-03-08 02:30:00,Delhi,IN,28.66,77.21,141.7,156.221,6.246,30.983,97.388,5.05,51.91,82.93,1.514,19.4,58.1,0.61
